,Headline,url,textimage_responses
245,"Teachers who survived shootings at Columbine, Sandy Hook, and Rancho Tehama discuss going back into the classroom.",anonymous-source/all_shooting_images_newest/90037.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'i am disappointed in the system and saddened at the trauma this education is facing.', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Seeing these people overcome their fears is inspiring ', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they have to go through such a dangerous event like school shootings. It makes me feel even sadder because they probably have PTSD. ', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Awe', 'intensity': '5', 'reason': ""I can't imagine being brave enough to go back to the classroom after the tragedy they faced"", 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it makes me sad because it bring me back to when I first heard about those horrible shootings and I feel empathy for those who survived and are forever changed by that experience. ', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""These discussion shouldn't have to exist in the first place and I cannot imagine the fear these teachers must feel while just doing their jobs."", 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this makes me scared for their emotional well being. ', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Glad that these teachers survived but sad to hear them tell their stories.', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Awe', 'intensity': '5', 'reason': ""I can't imagine being brave enough to go back to the classroom after the tragedy they faced"", 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It must be so hard to experience something so traumatic and to have to go back to it to re experience the space and vibes of it', 'url': 'anonymous-source/all_shooting_images_newest/90037.jpg'}]"
253,The Capital Gazette shooting and the limits of an assault weapons ban,anonymous-source/all_shooting_images_newest/10151.jpg,"[{'emotion': 'Anger', 'intensity': '2', 'reason': 'another shooting occurring makes me sad. this headline also hints that it is going to weighs the cons of a weapon ban.', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am scared of shootings', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""although I'm glad there's a limit, it took a while. "", 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I find the gun frightening and im curious what the limits of the band are ', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the capital gazette was a tragedy and it makes me curious the limits that are set in place for an assault weapon', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There are so many shooting that occur in this country.', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The  picture is plain and abrupt which scares me due to the gun. ', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Feel sad that every time there's a gun violence similar news will come out but nothing will change."", 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I find the gun frightening and im curious what the limits of the band are ', 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}, {'emotion': 'Awe', 'intensity': '5', 'reason': ""It's so shiny and mechanical. it looks so artsy and beautiful but at the same time it's a weapon that can cause mass direction and change the course of events in just a split second."", 'url': 'anonymous-source/all_shooting_images_newest/10151.jpg'}]"
255,How We Mourned' memorializes Las Vegas mass shooting,anonymous-source/all_shooting_images_newest/90038.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'this should have never happened. innocent lives were lost.', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The las vegas shooting was tragic', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""the shooting shouldn't have happened. "", 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Its sad that so many people were affected by this tragedy', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It makes me sad that more lives are lost because of this issue ', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'These instances could be prevented if the country enforced stricter gun laws but lives are taken every single day because regulations are not put into place.', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Because a happy sign is now surrounded by a sad circumstance. ', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad to see the picture. ', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Its sad that so many people were affected by this tragedy', 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's lovely to see the respect we show for those who are no longer with us."", 'url': 'anonymous-source/all_shooting_images_newest/90038.jpg'}]"
256,Alabama mall shooting: Police admit they killed innocent black man by mistake as true Thanksgiving gunman remains at large,anonymous-source/all_shooting_images_newest/110505.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'another victim of racial profiling. ', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'The police had a racial bias', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'they are disproportionately harsher on black men and tend to have a bias towards them. ', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I think its disgusting that they killed a black person ""by mistake""', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""Another life lost over racial biases that could've been avoided "", 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'There are so many instances of police brutality against African Americans in this country and it has gotten to the point where it is normalized.', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'shooting an innocent person makes me angry even if it was by accident. ', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Angry to see hate crimes happening.', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I think its disgusting that they killed a black person ""by mistake""', 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""C'mon another one of these, they need to stop killing innocent people. Tragic and sad and an absolute let down that this cycle continues on and on."", 'url': 'anonymous-source/all_shooting_images_newest/110505.jpg'}]"
258,"Kanye West donates $150,000 to family of black security guard killed by police after stopping gunman: report | TheHill",anonymous-source/all_shooting_images_newest/110137.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'it is an incredibly kind gesture but alas it does not solve any problems. this should not take away from the issue at the center of the donation.', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I dont like kanye west but this is something nice', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'he did not have to provide such a large donation to a family. ', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I think it is great that people are donating money to people who are in need', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I think its very generous for someone like Kanye who has a lot of money to help that family in need after losing their husband/father', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Although Kanye is controversial it is nice to see him supporting a good cause.', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'This is a good gesture ', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Glad that he is doing the right thing.', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I think it is great that people are donating money to people who are in need', 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's good to see people in positions of power and money helping those who need a little support or reach up. Kanye's a good man for doing this."", 'url': 'anonymous-source/all_shooting_images_newest/110137.jpg'}]"
260,Lakers will honor victims of Thousand Oaks shooting at next home game,anonymous-source/all_shooting_images_newest/110373.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': ""Can't relate"", 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the man in the picture is crying', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'it is a nice action but still sad', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Addressing incidents like these on such a large scale with draw attention to it', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I think I'm desensitized to this, but obviously it is sad. "", 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It’s sad to think about these events, but it’s important that some teams are acknowledging what happened.', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'it is a nice action for the families', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'sad', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""Although I know Lakers is a famous basketball team, and there was a shooting in which, perhaps, many people lost their lives, I have little knowledge about what Lakers' image is in public, and the 5Ws of the shooting. Can't really relate to either of these two objects. "", 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Sadness，Gun control is really important!!!', 'url': 'anonymous-source/all_shooting_images_newest/110373.jpg'}]"
262,"Piers Morgan Turns On 'Coward' Trump, Tells Him To 'Grow A Pair' On Gun Control",anonymous-source/all_shooting_images_newest/100106.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'The conflict reads funny', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'everything is neutral', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'when did politicians became so unprofessional', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Seeing him attack Trump so bluntly is novel to see', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Never would have thought that Morgan would disagree with Trump - they feel similar to me. ', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'Having well known people call out Trump is amusing and important because this can show the audience of the ridiculous and insensitive words or things Trump does. ', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'when did politiatians and people in power started being so informal and unprofessional', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'awe', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'The most part of this headline is direct quote, together with the roaring picture, makes it funny. ', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'Gun control is really important!!!', 'url': 'anonymous-source/all_shooting_images_newest/100106.jpg'}]"
263,Judge blocks release of 3D-printed gun plans one day after Jacksonville Madden shooting,anonymous-source/all_shooting_images_newest/162.jpg,"[{'emotion': 'Fear', 'intensity': '1', 'reason': ""The picture doesn't look dangerous"", 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'its good to see judge blocked the release of 3d print gun plans', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'as they should', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's good to see that he is sensitive to the community's atmosphere around him"", 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It is justice to ban 3d printed guns, but I'm really sad we got to this point."", 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This is a good step forward, but there are still ways for people to access it.', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it should even be invented', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'disgust', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""I don't think this is the appropriate news headline. It is blur of whether these two things has correlation between them,"", 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'Gun control is really important!!!', 'url': 'anonymous-source/all_shooting_images_newest/162.jpg'}]"
266,Jacksonville councilman on shooting: We've got a problem with guns and faith,anonymous-source/all_shooting_images_newest/412.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'not sure about the word faith', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to connect the word faith with gun', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'bc is the reality', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I agree with the councilman's words"", 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It is a problem, and religious communities are a part of it. That's really sad. "", 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It’s scary to think that religion plays a role on a person when they acquire a gun. ', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is a reality', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'anger', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'If this is the direct quote, then nothing problematic. It is just a quote.', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Gun control is really important!!!', 'url': 'anonymous-source/all_shooting_images_newest/412.jpg'}]"
270, The World Moves On And You Don t.  Parents Who Lost Children in School Shootings Find Comfort in a Group No One Wants to Join,anonymous-source/all_shooting_images_newest/110437.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'the tone of the picture looks sad', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is sad to lose kids and people in the picture seem sad', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is not fair', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The headline is very thought-provoking and sad.', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I just cannot imagine the lifelong agony of losing your child in a shooting. ', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'What they are saying is true. I believe that people don’t really consider the circumstances until it happens to themselves. ', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'it is not fair, my heart is with no one should lose a child ', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'awe', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Unclear headline. What is the Group? What is the slogan at the beginning aim to tell?', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'This news is really made me heartbreak', 'url': 'anonymous-source/all_shooting_images_newest/110437.jpg'}]"
274,"Image Firearms Industry Appears Stuck in the Doldrums Interest in hunting products at Dick s Sporting Goods is sliding, background checks for firearms fell on Black Friday and pressure from Wall Street isn t letting up. By Tiffany Hsu",anonymous-source/all_shooting_images_newest/110267.jpg,"[{'emotion': 'Fear', 'intensity': '1', 'reason': 'feel nothing special actually', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'the picture is scary with too many guns', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'fire arms should not get easier to access', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'The headline spoke about multiple things at the same time ', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm having trouble parsing the headline. "", 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'This is scary, especially if there’s a big place filled with many people. It’s not safe to not check for firearms because those could be easily snuck in. ', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'because guns should not be ore accesible', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'anger', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'Too long headline, also unclear about the causal relation among these three and what would the main point of the news would be. ', 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's a good thing for gun contorl"", 'url': 'anonymous-source/all_shooting_images_newest/110267.jpg'}]"
275,Parkland survivors keep memory of shooting alive,anonymous-source/all_shooting_images_newest/10004.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'although the picture is colorful, the headline and the story it tells is sad', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'it is good to see people remembering the deaths and all the hearts in the pic are really cute', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'many innocent people died', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's a touching act that shouldn't have had to be done if things were right in the world"", 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Parkland was heartbreaking, and I'm so sad those young people carry that trauma with them."", 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It’s important to realize this gun control issue is still happening today, and there is no progress in it. By keeping it alive, it reminds people of what happened.', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is not fair, so many lives lost', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'anger', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Not sure if the word choice make the headline positive, while the story should have the sorrow-like emotion. ', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Really made me heartbreak', 'url': 'anonymous-source/all_shooting_images_newest/10004.jpg'}]"
280,"Giffords, Nevada Democrats meet 1 year after Vegas shooting",anonymous-source/all_shooting_images_newest/100174.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'the picture makes me feel sad', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'fear', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's awful that these people have to experience such sad times and deep emotions. "", 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'People still meet each other after the gunshot, this is lucky and joyful. ', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'reflecting on the vegas massacre from a few years ago is upsetting.', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I can't imagine what they're going through, being reminded to the tragedy that happened. "", 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I get sad thinking about death', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it must be so hard for everyone who was affected by this', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'the event bond them together', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'It is sad to see people mourn. Once again, I am not too emotional because I have read a lot of these headlines.', 'url': 'anonymous-source/all_shooting_images_newest/100174.jpg'}]"
285,"Hillary Clinton, gun-control groups, lawmakers unite on fundraiser for 'NR8' candidates",anonymous-source/all_shooting_images_newest/90202.jpg,"[{'emotion': 'Excitement', 'intensity': '1', 'reason': 'people in the picture are excited about this issue', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'happy', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""I'm glad people are standing up against gun violence. "", 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'we should make guns under control', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': ""It's nice to know that something is going on to advance gun regulation."", 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I really hope that the fundraiser will do well.', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I support gun control so to see kids my age protesting for it is very inspiring and makes me hopeful', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'people are fighting for gun control', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'better control of guns', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'What is an NR8 candidate?', 'url': 'anonymous-source/all_shooting_images_newest/90202.jpg'}]"
289,Man found guilty of firing gun at black teen who knocked on his door to ask for directions,anonymous-source/all_shooting_images_newest/100160.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'The headline makes me feel sad', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'awe', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Why would anyone feel the need to use a gun in this setting', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""a teen dies just because he knocked on another man's door to ask for directions. "", 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I feel like this is a common racially motivated crime in the news', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I really hope the teenager is okay and I feel anger at the man who shot him.', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'When I hear things like this it makes me concerned for not only my self but my friends of color', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'this was so unnecessary and no teen should ever have this happen to them', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'the man at least found guilty', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'This reminds me of the terrible aspects of humanity. The teenager reached out for help and died, senselessly. It is unacceptable which is why the intensity of my feelings are stronger than the previous headlines.', 'url': 'anonymous-source/all_shooting_images_newest/100160.jpg'}]"
